20210606 220100;13765;13772;13765;13772;7
20210606 220200;13770.25;13770.25;13770.25;13770.25;1
20210606 220300;13770.25;13771.5;13770.25;13771.5;10
20210606 220400;13765;13765;13765;13765;1
20210606 220900;13764;13764;13764;13764;1
20210606 222000;13762.5;13762.5;13762.5;13762.5;2
20210606 222200;13766;13766;13766;13766;1
20210606 222300;13767;13767;13767;13767;1
20210606 222700;13766;13766;13766;13766;1
20210606 222800;13766.5;13767;13766.5;13767;2
20210606 224700;13761.5;13761.5;13761.5;13761.5;2
20210606 225000;13761.5;13761.5;13761.5;13761.5;3
20210606 225500;13761.5;13761.5;13761.5;13761.5;1
20210606 230500;13761;13761.25;13761;13761.25;3
20210606 231100;13763;13763;13763;13763;1
20210606 231200;13765;13765;13765;13765;2
20210606 231800;13764.5;13764.5;13764.5;13764.5;1
20210606 233300;13761;13761;13761;13761;1
20210606 233900;13761.25;13761.25;13761.25;13761.25;3
20210606 234300;13762.75;13762.75;13762.75;13762.75;1
20210606 234500;13760;13760;13760;13760;2
20210606 234600;13759;13759;13759;13759;1
20210606 235100;13758.5;13758.5;13757.75;13757.75;11
20210607 000100;13750;13750;13750;13750;1
20210607 000200;13748.25;13749.75;13745;13745;4
20210607 000300;13745.25;13745.25;13735;13735.5;7
20210607 000400;13736.5;13740.25;13736.5;13739;39
20210607 000500;13739;13739;13739;13739;5
20210607 000600;13742.5;13742.5;13742.5;13742.5;1
20210607 000800;13751;13753.25;13751;13753.25;10
20210607 001000;13748.25;13748.25;13748.25;13748.25;15
20210607 001200;13750.5;13750.5;13750.5;13750.5;2
20210607 001600;13744.75;13744.75;13744.75;13744.75;2
20210607 001700;13748.75;13748.75;13748.75;13748.75;1
20210607 002000;13743;13743;13742.5;13742.5;5
20210607 002100;13741.75;13742;13741.75;13742;3
20210607 002800;13741;13741;13741;13741;1
20210607 003000;13744;13744;13744;13744;1
20210607 003700;13738.5;13738.5;13738.5;13738.5;2
20210607 004000;13740;13740;13740;13740;1
20210607 004400;13739.75;13739.75;13739.75;13739.75;1
20210607 004700;13737.5;13737.5;13737.5;13737.5;1
20210607 004900;13737.75;13737.75;13735.5;13735.5;10
20210607 005100;13738;13738;13737.75;13737.75;5
20210607 005300;13737.75;13737.75;13737.75;13737.75;1
20210607 005800;13735.25;13735.25;13735.25;13735.25;2
20210607 005900;13736;13736;13734.25;13734.25;10
20210607 010400;13733.25;13733.25;13733.25;13733.25;1
20210607 010700;13731.5;13731.5;13731.5;13731.5;1
20210607 010800;13729.5;13729.5;13729.5;13729.5;1
20210607 011400;13732.5;13732.5;13732.5;13732.5;1
20210607 011700;13732.25;13732.25;13729;13729;6
20210607 012000;13734.75;13734.75;13734.75;13734.75;3
20210607 013100;13737.25;13737.25;13737.25;13737.25;2
20210607 013500;13730.75;13730.75;13730.75;13730.75;5
20210607 013700;13730;13730.25;13730;13730.25;2
20210607 013900;13730;13730;13730;13730;1
20210607 014000;13725.5;13725.5;13725.5;13725.5;1
20210607 014100;13725;13725;13722;13722;3
20210607 014600;13727.75;13727.75;13727.75;13727.75;1
20210607 014700;13723.75;13723.75;13723.75;13723.75;1
20210607 014900;13728.25;13728.25;13728.25;13728.25;1
20210607 015000;13728.5;13728.5;13728.5;13728.5;1
20210607 015400;13730.25;13730.25;13730.25;13730.25;1
20210607 015600;13725;13725;13725;13725;1
20210607 015800;13722.25;13722.25;13722;13722;2
20210607 020200;13725.5;13726.75;13722.5;13722.5;6
20210607 020400;13723;13723;13723;13723;2
20210607 021800;13729.75;13729.75;13729.75;13729.75;1
20210607 022100;13735;13735;13735;13735;5
20210607 022300;13731.5;13731.5;13731.5;13731.5;3
20210607 022500;13731;13731;13731;13731;1
20210607 022600;13730.75;13731;13730.75;13731;2
20210607 023000;13733;13733;13733;13733;1
20210607 023400;13736;13736;13736;13736;1
20210607 024800;13734.75;13734.75;13734.75;13734.75;1
20210607 025900;13732.5;13733;13732.5;13733;5
20210607 031800;13738.25;13738.25;13738.25;13738.25;2
20210607 032100;13739.75;13742;13739.75;13742;2
20210607 033500;13733.5;13733.5;13733.5;13733.5;2
20210607 040100;13733.75;13733.75;13733.75;13733.75;1
20210607 040200;13732.25;13732.25;13732.25;13732.25;1
20210607 041700;13734;13734;13734;13734;1
20210607 042300;13737.75;13737.75;13737.75;13737.75;1
20210607 042400;13737.25;13737.25;13737.25;13737.25;1
20210607 042600;13733.75;13733.75;13733.75;13733.75;1
20210607 044800;13734.75;13734.75;13734.75;13734.75;1
20210607 050700;13730.5;13730.5;13730.5;13730.5;2
20210607 051400;13726.75;13726.75;13726.75;13726.75;1
20210607 051500;13726.5;13726.5;13726.5;13726.5;4
20210607 051600;13728.5;13728.5;13728.5;13728.5;1
20210607 052300;13734.5;13734.5;13734.5;13734.5;2
20210607 054200;13728;13728;13728;13728;1
20210607 054700;13722.25;13722.25;13722.25;13722.25;3
20210607 054900;13722.25;13722.25;13722;13722;2
20210607 055000;13721;13721;13718.5;13718.5;6
20210607 055100;13720;13720;13720;13720;2
20210607 055400;13723;13723;13723;13723;1
20210607 055900;13725;13725;13725;13725;1
20210607 060100;13724.25;13724.25;13724.25;13724.25;1
20210607 060200;13722;13722.25;13722;13722.25;3
20210607 061200;13724.75;13724.75;13724.75;13724.75;4
20210607 061500;13729;13730;13729;13730;3
20210607 061800;13730.25;13730.25;13730.25;13730.25;1
20210607 063700;13728;13728;13728;13728;1
20210607 064100;13725;13726;13725;13726;3
20210607 064300;13723.75;13723.75;13723.75;13723.75;1
20210607 064400;13722;13722;13722;13722;3
20210607 064800;13725.5;13725.5;13725.5;13725.5;1
20210607 065700;13730;13730;13730;13730;3
20210607 065800;13729;13729;13729;13729;1
20210607 070300;13725;13730;13725;13730;4
20210607 070400;13730.75;13731;13729.5;13729.5;4
20210607 070500;13732.75;13732.75;13732.75;13732.75;2
20210607 070600;13727;13727;13727;13727;1
20210607 070700;13722;13722;13717.75;13717.75;3
20210607 070800;13711.75;13715.25;13711.75;13715.25;8
20210607 071100;13713.5;13713.5;13713.5;13713.5;1
20210607 071200;13707;13709;13707;13709;9
20210607 071300;13708;13708;13704.5;13704.5;17
20210607 071400;13702.75;13703.25;13700;13703.25;8
20210607 071600;13700;13701;13700;13701;2
20210607 071700;13704.5;13704.5;13704.5;13704.5;11
20210607 071900;13705.5;13705.5;13705.5;13705.5;1
20210607 072200;13705;13705.5;13704;13705.5;6
20210607 072500;13708;13708;13708;13708;1
20210607 072600;13708;13708;13708;13708;1
20210607 072700;13707.75;13710;13707.75;13710;10
20210607 072800;13715;13718;13715;13718;2
20210607 073000;13725.25;13727;13724.75;13724.75;7
20210607 073100;13725.25;13726;13725;13726;3
20210607 073500;13720.25;13720.5;13720.25;13720.5;2
20210607 073600;13723;13724.25;13723;13724.25;7
20210607 073800;13722.75;13722.75;13722.75;13722.75;1
20210607 074300;13719;13719;13719;13719;5
20210607 074400;13717;13717;13717;13717;1
20210607 074600;13715.25;13715.5;13715.25;13715.5;2
20210607 074700;13712.75;13712.75;13712.75;13712.75;6
20210607 075100;13711;13711;13711;13711;1
20210607 075200;13711.75;13711.75;13711.75;13711.75;8
20210607 075700;13715;13715;13715;13715;6
20210607 075900;13713;13713;13713;13713;2
20210607 080000;13711.25;13718.25;13711.25;13718.25;5
20210607 080500;13712.75;13712.75;13712;13712;6
20210607 080600;13708;13708;13708;13708;1
20210607 080700;13695;13699.5;13695;13699.5;12
20210607 080800;13700;13707.25;13700;13707.25;5
20210607 081400;13709;13709;13709;13709;1
20210607 081700;13707.5;13707.5;13707.5;13707.5;6
20210607 082300;13703.25;13703.5;13703.25;13703.5;11
20210607 082400;13704.5;13704.5;13704.5;13704.5;1
20210607 083300;13709.75;13709.75;13709.75;13709.75;2
20210607 083700;13710.75;13710.75;13710.75;13710.75;1
20210607 084300;13714;13714;13714;13714;1
20210607 084600;13715;13715;13715;13715;1
20210607 084800;13715;13715;13715;13715;2
20210607 085300;13718.25;13718.25;13718.25;13718.25;1
20210607 085400;13719;13719;13719;13719;1
20210607 085500;13720;13720;13720;13720;2
20210607 085900;13720.5;13721;13720.5;13721;2
20210607 090500;13716.5;13716.5;13716.5;13716.5;2
20210607 090700;13709;13709;13708.75;13708.75;3
20210607 090900;13708;13708;13708;13708;1
20210607 091000;13700;13700;13700;13700;1
20210607 091100;13698.5;13698.5;13695;13695;8
20210607 091200;13690;13690;13688;13689.25;8
20210607 091300;13693.75;13701.25;13693.75;13701.25;8
20210607 091400;13700.25;13700.25;13700.25;13700.25;1
20210607 091800;13693.5;13693.5;13693.5;13693.5;1
20210607 092200;13699;13699;13699;13699;4
20210607 092400;13700.75;13700.75;13699.75;13699.75;5
20210607 092500;13692.5;13692.5;13691.75;13691.75;4
20210607 092600;13691;13691;13689.25;13689.25;2
20210607 092700;13692.75;13692.75;13692.75;13692.75;1
20210607 092800;13694.5;13694.5;13694.5;13694.5;1
20210607 093000;13686;13686;13685;13685;2
20210607 093100;13685;13685;13685;13685;1
20210607 093400;13691;13691;13691;13691;1
20210607 093800;13695;13695;13695;13695;1
20210607 094100;13694.5;13694.5;13692.5;13692.5;3
20210607 094600;13697.25;13697.25;13697.25;13697.25;3
20210607 094700;13692.5;13692.5;13692.5;13692.5;3
20210607 094900;13692.75;13692.75;13692.75;13692.75;1
20210607 095000;13696.25;13696.75;13696.25;13696.75;5
20210607 095100;13697.25;13697.5;13697.25;13697.5;5
20210607 095200;13694.75;13694.75;13694.75;13694.75;4
20210607 095800;13696.5;13696.5;13696.5;13696.5;1
20210607 100200;13689;13689;13689;13689;1
20210607 100400;13691;13691;13691;13691;2
20210607 100700;13692;13692;13692;13692;1
20210607 101000;13693.5;13693.5;13693.5;13693.5;1
20210607 102400;13696;13696;13696;13696;1
20210607 102700;13696;13696;13696;13696;15
20210607 102900;13693.75;13695;13693.75;13695;2
20210607 103000;13698.75;13702.5;13698.75;13702.5;7
20210607 103100;13704;13706;13704;13704.5;6
20210607 103200;13706.5;13706.5;13706.5;13706.5;1
20210607 103300;13706;13707.75;13706;13707.75;3
20210607 103400;13707;13708;13706.5;13708;12
20210607 103800;13709;13709;13709;13709;1
20210607 104400;13709.5;13709.5;13709.5;13709.5;1
20210607 104600;13707.75;13707.75;13707.75;13707.75;2
20210607 104700;13706;13706;13705.75;13705.75;3
20210607 105400;13704.25;13704.25;13704.25;13704.25;1
20210607 105500;13705;13705;13705;13705;1
20210607 105800;13700;13700;13700;13700;3
20210607 105900;13700.25;13700.25;13700.25;13700.25;1
20210607 110200;13710;13710;13710;13710;2
20210607 110300;13711.5;13722.75;13711.5;13722.25;14
20210607 110700;13723.75;13723.75;13723.75;13723.75;1
20210607 110900;13722.5;13722.5;13722.5;13722.5;1
20210607 111000;13719.5;13719.5;13719.5;13719.5;1
20210607 111500;13720.75;13721.25;13720.75;13721.25;4
20210607 111600;13725;13732;13725;13732;3
20210607 111700;13733;13733;13733;13733;2
20210607 111900;13733;13733;13731.25;13731.25;3
20210607 112000;13730.5;13730.5;13730.5;13730.5;2
20210607 112100;13735.5;13737;13735.5;13737;2
20210607 112200;13741;13741;13741;13741;1
20210607 112600;13733;13733;13733;13733;2
20210607 113300;13728;13728;13728;13728;3
20210607 113600;13732.25;13732.25;13732.25;13732.25;2
20210607 113800;13734.25;13734.25;13732.5;13732.5;7
20210607 114200;13731.5;13731.5;13731.5;13731.5;1
20210607 114700;13733;13733;13733;13733;2
20210607 115100;13738.25;13738.25;13738.25;13738.25;1
20210607 115200;13740;13740;13740;13740;2
20210607 115300;13744.5;13745.75;13744.5;13745.75;5
20210607 115400;13746.75;13746.75;13743.25;13743.25;2
20210607 115600;13746.5;13746.5;13746.5;13746.5;1
20210607 120200;13742;13742;13742;13742;2
20210607 120500;13738.5;13738.5;13738;13738;3
