20250911 041700;24140;24140;24140;24140;1
20250911 041800;24135;24135;24131;24131;3
20250911 042200;24130;24130;24130;24130;1
20250911 042300;24124.25;24124.25;24124.25;24124.25;1
20250911 042600;24121;24121;24121;24121;2
20250911 042700;24118;24118;24117.75;24118;4
20250911 043000;24120.25;24120.25;24120.25;24120.25;1
20250911 043500;24117.5;24117.5;24117.5;24117.5;1
20250911 044200;24116;24116;24116;24116;1
20250911 044700;24114.25;24114.25;24114.25;24114.25;1
20250911 045300;24118.75;24118.75;24118.75;24118.75;1
20250911 045400;24112.5;24112.5;24112.5;24112.5;1
20250911 045500;24111.5;24111.5;24111.5;24111.5;1
20250911 050300;24113.5;24113.5;24113.5;24113.5;1
20250911 050400;24112.25;24112.25;24112.25;24112.25;1
20250911 050800;24118.25;24118.25;24118.25;24118.25;1
20250911 051100;24116;24116;24115;24115;2
20250911 051200;24115;24115;24115;24115;1
20250911 051400;24111.5;24111.5;24111.5;24111.5;1
20250911 051500;24110.75;24110.75;24110.5;24110.5;2
20250911 051600;24106.5;24108.5;24105.5;24108.5;12
20250911 051800;24115.25;24115.25;24115.25;24115.25;1
20250911 052100;24117;24117;24117;24117;1
20250911 052200;24114.5;24114.5;24114.5;24114.5;1
20250911 052300;24111.25;24111.25;24111;24111;2
20250911 053100;24121;24121;24121;24121;1
20250911 053200;24121;24121;24121;24121;1
20250911 053400;24123;24123;24123;24123;1
20250911 053900;24127.25;24127.25;24126.25;24126.25;2
20250911 054600;24126.25;24126.25;24124;24124;2
20250911 054700;24125.5;24125.5;24125.5;24125.5;1
20250911 060100;24117.5;24117.5;24116.5;24116.5;2
20250911 060200;24116.75;24117;24114.25;24114.25;3
20250911 060400;24117.5;24117.5;24117.5;24117.5;1
20250911 060500;24118;24118;24117.75;24117.75;3
20250911 060600;24120.5;24124;24120.5;24123.75;3
20250911 060800;24122.5;24122.5;24118;24118;3
20250911 061600;24126;24126;24126;24126;1
20250911 061700;24129.25;24129.25;24129.25;24129.25;1
20250911 062000;24131.25;24132;24131.25;24132;5
20250911 062100;24130;24130;24130;24130;1
20250911 062500;24136.25;24136.25;24136.25;24136.25;1
20250911 062600;24137;24140;24137;24137.75;7
20250911 062900;24140.5;24140.5;24140.5;24140.5;1
20250911 063100;24140.5;24140.5;24140.5;24140.5;1
20250911 063300;24147.75;24148;24147.75;24148;2
20250911 063700;24151;24152.5;24151;24152.5;2
20250911 064000;24152.25;24152.25;24152.25;24152.25;1
20250911 064200;24153.5;24153.5;24152.25;24152.25;2
20250911 065000;24151.5;24151.5;24149.5;24149.5;2
20250911 070200;24155;24155;24155;24155;1
20250911 070300;24151;24151;24151;24151;1
20250911 070500;24146.75;24146.75;24145;24145;2
20250911 070600;24143.75;24143.75;24143.75;24143.75;1
20250911 070700;24148.25;24148.25;24148.25;24148.25;1
20250911 071600;24151.25;24152.25;24148.5;24152.25;4
20250911 071800;24148.25;24148.25;24148.25;24148.25;1
20250911 072500;24154;24154;24154;24154;1
20250911 072600;24155.5;24155.5;24155.5;24155.5;1
20250911 072700;24151.5;24151.5;24151.5;24151.5;1
20250911 072800;24149.25;24149.25;24149.25;24149.25;5
20250911 072900;24146.75;24146.75;24146.75;24146.75;2
20250911 073000;24146.5;24147.75;24146.5;24147.75;3
20250911 073100;24147.5;24147.5;24147.5;24147.5;1
20250911 073300;24146.5;24146.5;24146.5;24146.5;1
20250911 073700;24156.5;24156.5;24156.5;24156.5;1
20250911 074100;24158;24159.75;24158;24159.25;8
20250911 074200;24158;24160;24158;24160;2
20250911 074300;24160;24161.25;24160;24161.25;2
20250911 074600;24157.5;24157.5;24155;24155;2
20250911 074800;24157.25;24157.25;24157.25;24157.25;1
20250911 075100;24162.5;24162.5;24162.5;24162.5;3
20250911 075400;24165;24165;24165;24165;3
20250911 080100;24161.5;24161.5;24161.5;24161.5;1
20250911 080200;24165;24165.75;24165;24165.75;3
20250911 080500;24171.5;24171.5;24171.5;24171.5;1
20250911 080600;24164.5;24164.5;24164.5;24164.5;1
20250911 081100;24167;24167;24167;24167;1
20250911 081400;24169.5;24169.5;24169.25;24169.25;3
20250911 081700;24175;24175;24175;24175;3
20250911 081800;24175.5;24175.5;24175.5;24175.5;1
20250911 081900;24171.25;24171.25;24169.25;24169.25;2
20250911 082000;24166.75;24166.75;24166;24166;3
20250911 082400;24168;24168;24168;24168;1
20250911 082500;24163.5;24163.5;24163.5;24163.5;1
20250911 082700;24159.75;24159.75;24159.75;24159.75;1
20250911 082800;24157.5;24157.5;24157.5;24157.5;1
20250911 083200;24158;24158;24158;24158;1
20250911 084400;24156.5;24156.5;24156.5;24156.5;1
20250911 084500;24157.25;24157.25;24157.25;24157.25;1
20250911 090200;24160.5;24160.5;24160.5;24160.5;1
20250911 091400;24161.25;24161.25;24158.5;24158.5;2
20250911 091800;24161;24161;24161;24161;2
20250911 094000;24147.75;24147.75;24147.75;24147.75;1
20250911 094400;24149.75;24149.75;24149.75;24149.75;1
20250911 094500;24147.5;24147.5;24147.5;24147.5;1
20250911 094600;24148;24148;24146.25;24146.25;2
20250911 095700;24154;24154;24154;24154;1
20250911 100100;24155.5;24155.5;24155.5;24155.5;1
20250911 100700;24163.5;24163.5;24163.5;24163.5;1
20250911 100800;24163;24163;24163;24163;1
20250911 100900;24162;24162;24162;24162;25
20250911 101500;24168;24168;24168;24168;1
20250911 101800;24169;24170.5;24169;24170.5;2
20250911 101900;24171.75;24171.75;24171.75;24171.75;1
20250911 103200;24172.25;24173.5;24172.25;24173.5;4
20250911 103900;24174.25;24175;24174.25;24175;7
20250911 104200;24179.5;24179.75;24174.5;24174.5;4
20250911 104300;24174.5;24174.5;24174.5;24174.5;2
20250911 104500;24175.25;24175.25;24175.25;24175.25;1
20250911 104700;24173;24173;24173;24173;2
20250911 105100;24178.5;24178.5;24178.5;24178.5;1
20250911 105200;24179;24179;24179;24179;2
